season,prediction_week,prediction_date,prediction_time,game_id,team,opponent,is_home,current_wins,current_losses,current_ties,games_played_entering,games_remaining,expected_remaining_wins,projected_final_win_equiv,projected_final_loss_equiv,actual_wins,actual_losses,actual_ties,actual_games,actual_win_equiv,win_equiv_error,abs_win_equiv_error,rounded_projected_wins,rounded_projected_losses,rounded_projected_record
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Las Vegas Raiders_at_New England Patriots,Las Vegas Raiders,New England Patriots,0,0,0,0,0,17,5.873906903935341,5.873906903935341,11.12609309606466,3,14,0,17,3.0,2.8739069039353407,2.8739069039353407,6,11,6-11
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Las Vegas Raiders_at_New England Patriots,New England Patriots,Las Vegas Raiders,1,0,0,0,0,17,9.144610311474018,9.144610311474018,7.855389688525982,14,3,0,17,14.0,-4.855389688525982,4.855389688525982,9,8,9-8
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Miami Dolphins_at_Indianapolis Colts,Indianapolis Colts,Miami Dolphins,1,0,0,0,0,17,10.108684918271932,10.108684918271932,6.891315081728068,8,9,0,17,8.0,2.1086849182719316,2.1086849182719316,10,7,10-7
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Miami Dolphins_at_Indianapolis Colts,Miami Dolphins,Indianapolis Colts,0,0,0,0,0,17,7.942234995129983,7.942234995129983,9.057765004870017,7,10,0,17,7.0,0.9422349951299829,0.9422349951299829,8,9,8-9
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_New York Giants_at_Washington Commanders,New York Giants,Washington Commanders,0,0,0,0,0,17,6.323809849514326,6.323809849514326,10.676190150485674,4,13,0,17,4.0,2.3238098495143262,2.3238098495143262,6,11,6-11
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_New York Giants_at_Washington Commanders,Washington Commanders,New York Giants,1,0,0,0,0,17,8.998094560596245,8.998094560596245,8.001905439403755,5,12,0,17,5.0,3.998094560596245,3.998094560596245,9,8,9-8
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Pittsburgh Steelers_at_New York Jets,New York Jets,Pittsburgh Steelers,1,0,0,0,0,17,7.00056394065997,7.00056394065997,9.99943605934003,3,14,0,17,3.0,4.00056394065997,4.00056394065997,7,10,7-10
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Pittsburgh Steelers_at_New York Jets,Pittsburgh Steelers,New York Jets,0,0,0,0,0,17,8.791917852155459,8.791917852155459,8.208082147844541,10,7,0,17,10.0,-1.2080821478445412,1.2080821478445412,9,8,9-8
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Tampa Bay Buccaneers_at_Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,1,0,0,0,0,17,7.071333499541125,7.071333499541125,9.928666500458874,8,9,0,17,8.0,-0.928666500458875,0.928666500458875,7,10,7-10
2025,1.0,2025-09-07,1:00PM,2025_1.0_2025-09-07_1:00PM_Tampa Bay Buccaneers_at_Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,0,0,0,0,0,17,10.114133344847252,10.114133344847252,6.885866655152748,8,9,0,17,8.0,2.114133344847252,2.114133344847252,10,7,10-7
2025,1.0,2025-09-07,4:05PM,2025_1.0_2025-09-07_4:05PM_San Francisco 49ers_at_Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,0,0,0,0,0,17,8.527952247228587,8.527952247228587,8.472047752771413,12,5,0,17,12.0,-3.472047752771413,3.472047752771413,9,8,9-8
2025,1.0,2025-09-07,4:05PM,2025_1.0_2025-09-07_4:05PM_San Francisco 49ers_at_Seattle Seahawks,Seattle Seahawks,San Francisco 49ers,1,0,0,0,0,17,9.70510820941901,9.70510820941901,7.294891790580991,14,3,0,17,14.0,-4.294891790580991,4.294891790580991,10,7,10-7
2025,1.0,2025-09-07,4:05PM,2025_1.0_2025-09-07_4:05PM_Tennessee Titans_at_Denver Broncos,Denver Broncos,Tennessee Titans,1,0,0,0,0,17,10.183663666986133,10.183663666986133,6.816336333013867,14,3,0,17,14.0,-3.816336333013867,3.816336333013867,10,7,10-7
2025,1.0,2025-09-07,4:05PM,2025_1.0_2025-09-07_4:05PM_Tennessee Titans_at_Denver Broncos,Tennessee Titans,Denver Broncos,0,0,0,0,0,17,5.603031120636206,5.603031120636206,11.396968879363794,3,14,0,17,3.0,2.6030311206362056,2.6030311206362056,6,11,6-11
2025,1.0,2025-09-07,4:25PM,2025_1.0_2025-09-07_4:25PM_Detroit Lions_at_Green Bay Packers,Detroit Lions,Green Bay Packers,0,0,0,0,0,17,11.634038675396955,11.634038675396955,5.365961324603045,9,8,0,17,9.0,2.6340386753969547,2.6340386753969547,12,5,12-5
2025,1.0,2025-09-07,4:25PM,2025_1.0_2025-09-07_4:25PM_Detroit Lions_at_Green Bay Packers,Green Bay Packers,Detroit Lions,1,0,0,0,0,17,9.801531222220675,9.801531222220675,7.1984687777793255,9,7,1,17,9.5,0.3015312222206745,0.3015312222206745,10,7,10-7
2025,1.0,2025-09-07,4:25PM,2025_1.0_2025-09-07_4:25PM_Houston Texans_at_Los Angeles Rams,Houston Texans,Los Angeles Rams,0,0,0,0,0,17,8.181139795271715,8.181139795271715,8.818860204728285,12,5,0,17,12.0,-3.818860204728285,3.818860204728285,8,9,8-9
2025,1.0,2025-09-07,4:25PM,2025_1.0_2025-09-07_4:25PM_Houston Texans_at_Los Angeles Rams,Los Angeles Rams,Houston Texans,1,0,0,0,0,17,9.106734399917494,9.106734399917494,7.893265600082506,12,5,0,17,12.0,-2.893265600082506,2.893265600082506,9,8,9-8
2025,1.0,2025-09-07,8:20PM,2025_1.0_2025-09-07_8:20PM_Baltimore Ravens_at_Buffalo Bills,Baltimore Ravens,Buffalo Bills,0,0,0,0,0,17,10.812839900218377,10.812839900218377,6.187160099781623,8,9,0,17,8.0,2.8128399002183766,2.8128399002183766,11,6,11-6
2025,1.0,2025-09-07,8:20PM,2025_1.0_2025-09-07_8:20PM_Baltimore Ravens_at_Buffalo Bills,Buffalo Bills,Baltimore Ravens,1,0,0,0,0,17,11.884599843042288,11.884599843042288,5.115400156957712,12,5,0,17,12.0,-0.11540015695771189,0.11540015695771189,12,5,12-5
2025,1.0,2025-09-08,8:15PM,2025_1.0_2025-09-08_8:15PM_Minnesota Vikings_at_Chicago Bears,Chicago Bears,Minnesota Vikings,1,0,0,0,0,17,7.912101008783911,7.912101008783911,9.08789899121609,11,6,0,17,11.0,-3.087898991216089,3.087898991216089,8,9,8-9
2025,1.0,2025-09-08,8:15PM,2025_1.0_2025-09-08_8:15PM_Minnesota Vikings_at_Chicago Bears,Minnesota Vikings,Chicago Bears,0,0,0,0,0,17,8.087757442821028,8.087757442821028,8.912242557178972,9,8,0,17,9.0,-0.9122425571789723,0.9122425571789723,8,9,8-9
2025,2.0,2025-09-11,8:15PM,2025_2.0_2025-09-11_8:15PM_Washington Commanders_at_Green Bay Packers,Green Bay Packers,Washington Commanders,1,1,0,0,1,16,9.428696013191889,10.428696013191889,6.571303986808111,9,7,1,17,9.5,0.9286960131918889,0.9286960131918889,10,7,10-7
2025,2.0,2025-09-11,8:15PM,2025_2.0_2025-09-11_8:15PM_Washington Commanders_at_Green Bay Packers,Washington Commanders,Green Bay Packers,0,1,0,0,1,16,8.132995134387192,9.132995134387192,7.867004865612808,5,12,0,17,5.0,4.132995134387192,4.132995134387192,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Buffalo Bills_at_New York Jets,Buffalo Bills,New York Jets,0,1,0,0,1,16,11.337439951805294,12.337439951805294,4.662560048194706,12,5,0,17,12.0,0.33743995180529396,0.33743995180529396,12,5,12-5
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Buffalo Bills_at_New York Jets,New York Jets,Buffalo Bills,1,0,1,0,1,16,6.587684381261137,6.587684381261137,10.412315618738862,3,14,0,17,3.0,3.5876843812611368,3.5876843812611368,7,10,7-10
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Chicago Bears_at_Detroit Lions,Chicago Bears,Detroit Lions,0,0,1,0,1,16,7.598175626245107,7.598175626245107,9.401824373754893,11,6,0,17,11.0,-3.401824373754893,3.401824373754893,8,9,8-9
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Chicago Bears_at_Detroit Lions,Detroit Lions,Chicago Bears,1,0,1,0,1,16,11.006709229916982,11.006709229916982,5.993290770083018,9,8,0,17,9.0,2.006709229916982,2.006709229916982,11,6,11-6
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Cleveland Browns_at_Baltimore Ravens,Baltimore Ravens,Cleveland Browns,1,0,1,0,1,16,10.359876834529446,10.359876834529446,6.640123165470554,8,9,0,17,8.0,2.3598768345294463,2.3598768345294463,10,7,10-7
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Cleveland Browns_at_Baltimore Ravens,Cleveland Browns,Baltimore Ravens,0,0,1,0,1,16,4.774854884965265,4.774854884965265,12.225145115034735,5,12,0,17,5.0,-0.225145115034735,0.225145115034735,5,12,5-12
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Jacksonville Jaguars_at_Cincinnati Bengals,Cincinnati Bengals,Jacksonville Jaguars,1,1,0,0,1,16,7.523466924715745,8.523466924715745,8.476533075284255,6,11,0,17,6.0,2.523466924715745,2.523466924715745,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Jacksonville Jaguars_at_Cincinnati Bengals,Jacksonville Jaguars,Cincinnati Bengals,0,1,0,0,1,16,8.144139309165645,9.144139309165645,7.855860690834355,13,4,0,17,13.0,-3.855860690834355,3.855860690834355,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Los Angeles Rams_at_Tennessee Titans,Los Angeles Rams,Tennessee Titans,0,1,0,0,1,16,8.58794064503652,9.58794064503652,7.41205935496348,12,5,0,17,12.0,-2.41205935496348,2.41205935496348,10,7,10-7
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Los Angeles Rams_at_Tennessee Titans,Tennessee Titans,Los Angeles Rams,1,0,1,0,1,16,5.470711662568922,5.470711662568922,11.529288337431078,3,14,0,17,3.0,2.470711662568922,2.470711662568922,5,12,5-12
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_New England Patriots_at_Miami Dolphins,Miami Dolphins,New England Patriots,1,0,1,0,1,16,7.461680766979367,7.461680766979367,9.538319233020633,7,10,0,17,7.0,0.46168076697936744,0.46168076697936744,7,10,7-10
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_New England Patriots_at_Miami Dolphins,New England Patriots,Miami Dolphins,0,0,1,0,1,16,8.608751454178215,8.608751454178215,8.391248545821785,14,3,0,17,14.0,-5.391248545821785,5.391248545821785,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_New York Giants_at_Dallas Cowboys,Dallas Cowboys,New York Giants,1,0,1,0,1,16,8.623009310071488,8.623009310071488,8.376990689928512,7,9,1,17,7.5,1.1230093100714882,1.1230093100714882,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_New York Giants_at_Dallas Cowboys,New York Giants,Dallas Cowboys,0,0,1,0,1,16,6.188878221389659,6.188878221389659,10.81112177861034,4,13,0,17,4.0,2.1888782213896594,2.1888782213896594,6,11,6-11
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_San Francisco 49ers_at_New Orleans Saints,New Orleans Saints,San Francisco 49ers,1,0,1,0,1,16,6.575786792939123,6.575786792939123,10.424213207060877,6,11,0,17,6.0,0.5757867929391232,0.5757867929391232,7,10,7-10
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_San Francisco 49ers_at_New Orleans Saints,San Francisco 49ers,New Orleans Saints,0,1,0,0,1,16,8.12454056169657,9.12454056169657,7.87545943830343,12,5,0,17,12.0,-2.87545943830343,2.87545943830343,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Seattle Seahawks_at_Pittsburgh Steelers,Pittsburgh Steelers,Seattle Seahawks,1,1,0,0,1,16,8.204627213992044,9.204627213992044,7.795372786007956,10,7,0,17,10.0,-0.795372786007956,0.795372786007956,9,8,9-8
2025,2.0,2025-09-14,1:00PM,2025_2.0_2025-09-14_1:00PM_Seattle Seahawks_at_Pittsburgh Steelers,Seattle Seahawks,Pittsburgh Steelers,0,0,1,0,1,16,9.108413145832124,9.108413145832124,7.891586854167876,14,3,0,17,14.0,-4.891586854167876,4.891586854167876,9,8,9-8
2025,2.0,2025-09-14,4:05PM,2025_2.0_2025-09-14_4:05PM_Carolina Panthers_at_Arizona Cardinals,Arizona Cardinals,Carolina Panthers,1,1,0,0,1,16,7.424613893623594,8.424613893623594,8.575386106376406,3,14,0,17,3.0,5.424613893623594,5.424613893623594,8,9,8-9
2025,2.0,2025-09-14,4:05PM,2025_2.0_2025-09-14_4:05PM_Carolina Panthers_at_Arizona Cardinals,Carolina Panthers,Arizona Cardinals,0,0,1,0,1,16,6.257487075097153,6.257487075097153,10.742512924902847,8,9,0,17,8.0,-1.7425129249028473,1.7425129249028473,6,11,6-11
2025,2.0,2025-09-14,4:05PM,2025_2.0_2025-09-14_4:05PM_Denver Broncos_at_Indianapolis Colts,Denver Broncos,Indianapolis Colts,0,1,0,0,1,16,9.315955602573387,10.315955602573387,6.684044397426613,14,3,0,17,14.0,-3.6840443974266126,3.6840443974266126,10,7,10-7
2025,2.0,2025-09-14,4:05PM,2025_2.0_2025-09-14_4:05PM_Denver Broncos_at_Indianapolis Colts,Indianapolis Colts,Denver Broncos,1,1,0,0,1,16,9.589099182415202,10.589099182415202,6.410900817584798,8,9,0,17,8.0,2.589099182415202,2.589099182415202,11,6,11-6
2025,2.0,2025-09-14,4:25PM,2025_2.0_2025-09-14_4:25PM_Philadelphia Eagles_at_Kansas City Chiefs,Kansas City Chiefs,Philadelphia Eagles,1,0,1,0,1,16,7.730882501597714,7.730882501597714,9.269117498402286,6,11,0,17,6.0,1.7308825015977138,1.7308825015977138,8,9,8-9
2025,2.0,2025-09-14,4:25PM,2025_2.0_2025-09-14_4:25PM_Philadelphia Eagles_at_Kansas City Chiefs,Philadelphia Eagles,Kansas City Chiefs,0,1,0,0,1,16,8.60226127073243,9.60226127073243,7.397738729267569,11,6,0,17,11.0,-1.3977387292675694,1.3977387292675694,10,7,10-7
2025,2.0,2025-09-14,8:20PM,2025_2.0_2025-09-14_8:20PM_Atlanta Falcons_at_Minnesota Vikings,Atlanta Falcons,Minnesota Vikings,0,0,1,0,1,16,6.786278403881342,6.786278403881342,10.213721596118658,8,9,0,17,8.0,-1.213721596118658,1.213721596118658,7,10,7-10
2025,2.0,2025-09-14,8:20PM,2025_2.0_2025-09-14_8:20PM_Atlanta Falcons_at_Minnesota Vikings,Minnesota Vikings,Atlanta Falcons,1,1,0,0,1,16,7.401504299969626,8.401504299969627,8.598495700030373,9,8,0,17,9.0,-0.598495700030373,0.598495700030373,8,9,8-9
2025,2.0,2025-09-15,10:00PM,2025_2.0_2025-09-15_10:00PM_Los Angeles Chargers_at_Las Vegas Raiders,Las Vegas Raiders,Los Angeles Chargers,1,1,0,0,1,16,5.409640787404959,6.409640787404959,10.590359212595041,3,14,0,17,3.0,3.4096407874049586,3.4096407874049586,6,11,6-11
2025,2.0,2025-09-15,10:00PM,2025_2.0_2025-09-15_10:00PM_Los Angeles Chargers_at_Las Vegas Raiders,Los Angeles Chargers,Las Vegas Raiders,0,1,0,0,1,16,8.536952126635988,9.536952126635988,7.463047873364012,11,6,0,17,11.0,-1.4630478733640118,1.4630478733640118,10,7,10-7
2025,2.0,2025-09-15,7:00PM,2025_2.0_2025-09-15_7:00PM_Tampa Bay Buccaneers_at_Houston Texans,Houston Texans,Tampa Bay Buccaneers,1,0,1,0,1,16,7.699799800424695,7.699799800424695,9.300200199575304,12,5,0,17,12.0,-4.300200199575305,4.300200199575305,8,9,8-9
2025,2.0,2025-09-15,7:00PM,2025_2.0_2025-09-15_7:00PM_Tampa Bay Buccaneers_at_Houston Texans,Tampa Bay Buccaneers,Houston Texans,0,1,0,0,1,16,9.399023329526278,10.399023329526278,6.600976670473722,8,9,0,17,8.0,2.399023329526278,2.399023329526278,10,7,10-7
2025,3.0,2025-09-18,8:15PM,2025_3.0_2025-09-18_8:15PM_Miami Dolphins_at_Buffalo Bills,Buffalo Bills,Miami Dolphins,1,2,0,0,2,15,10.569319457561605,12.569319457561605,4.430680542438395,12,5,0,17,12.0,0.5693194575616047,0.5693194575616047,13,4,13-4
2025,3.0,2025-09-18,8:15PM,2025_3.0_2025-09-18_8:15PM_Miami Dolphins_at_Buffalo Bills,Miami Dolphins,Buffalo Bills,0,0,2,0,2,15,6.704221617104001,6.704221617104001,10.295778382896,7,10,0,17,7.0,-0.2957783828959988,0.2957783828959988,7,10,7-10
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Atlanta Falcons_at_Carolina Panthers,Atlanta Falcons,Carolina Panthers,0,1,1,0,2,15,6.4640300128671,7.4640300128671,9.5359699871329,8,9,0,17,8.0,-0.5359699871328996,0.5359699871328996,7,10,7-10
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Atlanta Falcons_at_Carolina Panthers,Carolina Panthers,Atlanta Falcons,1,0,2,0,2,15,5.937729165373258,5.937729165373258,11.06227083462674,8,9,0,17,8.0,-2.0622708346267418,2.0622708346267418,6,11,6-11
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Cincinnati Bengals_at_Minnesota Vikings,Cincinnati Bengals,Minnesota Vikings,0,2,0,0,2,15,6.75168383242852,8.751683832428519,8.248316167571481,6,11,0,17,6.0,2.751683832428519,2.751683832428519,9,8,9-8
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Cincinnati Bengals_at_Minnesota Vikings,Minnesota Vikings,Cincinnati Bengals,1,1,1,0,2,15,6.723687493460256,7.723687493460256,9.276312506539744,9,8,0,17,9.0,-1.2763125065397443,1.2763125065397443,8,9,8-9
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Green Bay Packers_at_Cleveland Browns,Cleveland Browns,Green Bay Packers,1,0,2,0,2,15,4.73420330325809,4.73420330325809,12.26579669674191,5,12,0,17,5.0,-0.2657966967419103,0.2657966967419103,5,12,5-12
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Green Bay Packers_at_Cleveland Browns,Green Bay Packers,Cleveland Browns,0,2,0,0,2,15,8.776033420807124,10.776033420807124,6.223966579192876,9,7,1,17,9.5,1.2760334208071242,1.2760334208071242,11,6,11-6
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Houston Texans_at_Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,0,0,2,0,2,15,7.405822275495907,7.405822275495907,9.594177724504092,12,5,0,17,12.0,-4.594177724504093,4.594177724504093,7,10,7-10
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Houston Texans_at_Jacksonville Jaguars,Jacksonville Jaguars,Houston Texans,1,1,1,0,2,15,7.91584996890157,8.91584996890157,8.08415003109843,13,4,0,17,13.0,-4.08415003109843,4.08415003109843,9,8,9-8
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Indianapolis Colts_at_Tennessee Titans,Indianapolis Colts,Tennessee Titans,0,2,0,0,2,15,9.238736834394818,11.238736834394818,5.7612631656051825,8,9,0,17,8.0,3.2387368343948175,3.2387368343948175,11,6,11-6
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Indianapolis Colts_at_Tennessee Titans,Tennessee Titans,Indianapolis Colts,1,0,2,0,2,15,4.92583709632284,4.92583709632284,12.07416290367716,3,14,0,17,3.0,1.92583709632284,1.92583709632284,5,12,5-12
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Las Vegas Raiders_at_Washington Commanders,Las Vegas Raiders,Washington Commanders,0,1,1,0,2,15,5.177501700937395,6.177501700937395,10.822498299062605,3,14,0,17,3.0,3.1775017009373947,3.1775017009373947,6,11,6-11
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Las Vegas Raiders_at_Washington Commanders,Washington Commanders,Las Vegas Raiders,1,1,1,0,2,15,7.785565582327141,8.785565582327141,8.214434417672859,5,12,0,17,5.0,3.7855655823271412,3.7855655823271412,9,8,9-8
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Los Angeles Rams_at_Philadelphia Eagles,Los Angeles Rams,Philadelphia Eagles,0,2,0,0,2,15,8.132631619622773,10.132631619622773,6.867368380377227,12,5,0,17,12.0,-1.8673683803772274,1.8673683803772274,10,7,10-7
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Los Angeles Rams_at_Philadelphia Eagles,Philadelphia Eagles,Los Angeles Rams,1,2,0,0,2,15,8.068973066757147,10.068973066757147,6.931026933242853,11,6,0,17,11.0,-0.9310269332428529,0.9310269332428529,10,7,10-7
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_New York Jets_at_Tampa Bay Buccaneers,New York Jets,Tampa Bay Buccaneers,0,0,2,0,2,15,6.35566522922725,6.35566522922725,10.644334770772751,3,14,0,17,3.0,3.3556652292272497,3.3556652292272497,6,11,6-11
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_New York Jets_at_Tampa Bay Buccaneers,Tampa Bay Buccaneers,New York Jets,1,2,0,0,2,15,8.692861347875963,10.692861347875963,6.307138652124037,8,9,0,17,8.0,2.6928613478759633,2.6928613478759633,11,6,11-6
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Pittsburgh Steelers_at_New England Patriots,New England Patriots,Pittsburgh Steelers,1,1,1,0,2,15,8.366126720535227,9.366126720535227,7.633873279464773,14,3,0,17,14.0,-4.633873279464773,4.633873279464773,9,8,9-8
2025,3.0,2025-09-21,1:00PM,2025_3.0_2025-09-21_1:00PM_Pittsburgh Steelers_at_New England Patriots,Pittsburgh Steelers,New England Patriots,0,1,1,0,2,15,7.473732538130332,8.473732538130331,8.526267461869669,10,7,0,17,10.0,-1.5262674618696686,1.5262674618696686,8,9,8-9
2025,3.0,2025-09-21,4:05PM,2025_3.0_2025-09-21_4:05PM_Denver Broncos_at_Los Angeles Chargers,Denver Broncos,Los Angeles Chargers,0,1,1,0,2,15,8.666203920776837,9.666203920776837,7.333796079223163,14,3,0,17,14.0,-4.333796079223163,4.333796079223163,10,7,10-7
2025,3.0,2025-09-21,4:05PM,2025_3.0_2025-09-21_4:05PM_Denver Broncos_at_Los Angeles Chargers,Los Angeles Chargers,Denver Broncos,1,2,0,0,2,15,7.768957613520045,9.768957613520044,7.231042386479956,11,6,0,17,11.0,-1.231042386479956,1.231042386479956,10,7,10-7
2025,3.0,2025-09-21,4:05PM,2025_3.0_2025-09-21_4:05PM_New Orleans Saints_at_Seattle Seahawks,New Orleans Saints,Seattle Seahawks,0,0,2,0,2,15,5.980669844191608,5.980669844191608,11.019330155808392,6,11,0,17,6.0,-0.019330155808392036,0.019330155808392036,6,11,6-11
2025,3.0,2025-09-21,4:05PM,2025_3.0_2025-09-21_4:05PM_New Orleans Saints_at_Seattle Seahawks,Seattle Seahawks,New Orleans Saints,1,1,1,0,2,15,8.839235792745159,9.839235792745159,7.160764207254841,14,3,0,17,14.0,-4.160764207254841,4.160764207254841,10,7,10-7
